transaction_id,customer_id,merchant_id,transaction_amount,card_type,transaction_status,device_type,account_age_months,transaction_date,region,is_fraud
TX103938,C44237,M6761,646.94,MasterCard,Reversed,Desktop,14,05-06-2026,East,0
TX101876,C74032,M3815,1360.86,Visa,Reversed,Mobile,57,28/03/2026,North,0
TX102861,C25670,M5703,,Amex,Completed,ATM,23,08-09-2025,South,0
TX103460,C19099,M5743,1790.5,Visa,Reversed,POS,94,2026-03-18 21:30:19,South,0
TX112674,C23069,M9693,1752.9,Visa,Failed,ATM,90,01-Oct-2025,North,0
TX102758,C89806,M8900,908.9,MasterCard,Completed,Desktop,48,02-Feb-2026,West,0
TX106054,C55236,M8204,570.03,Amex,Reversed,Desktop,111,2025-07-17 04:44:58,South,0
TX105071,C37659,M3527,1146.69,MasterCard,Completed,ATM,99,2025-08-18, North ,0
TX111134,C50888,M3042,1596.56,Amex,Pending,Desktop,40,15-May-2025,West,0
TX102819,C91987,M6780,1042.24,Visa,Completed,Mobile,70,05-01-2026,North,0
TX103785,C83584,M2502,338.67,Amex,Failed,ATM,108,2025-08-25 19:12:34,South,0
TX106421,C39871,M8685,1349.73,MasterCard,Completed,Desktop,74,2026-01-15,North,0
TX107336,C22656,M1616,1509.1,Discover,Reversed,ATM,83,10-07-2025,West,0
TX113445,C42850,M5155,33.01,Amex,Completed,Mobile,41,25-Jun-2025,North,0
TX104902,C49210,M2816,422.03,Discover,Pending,Desktop,9,02-Jan-2025,South,0
TX111536,C80701,M3147,1024.34,Discover,Reversed,ATM,21,12-07-2025, East ,0
TX114368,C16826,M8311,1953.42,Amex,Reversed,Desktop,105,2025-10-14 08:59:09,North,0
TX106545,C55745,M2213,1699.16,Discover,Completed,POS,105,31/12/2025,West,0
TX104649,C38361,M9312,1060.16,Amex,Failed,POS,40,2026-03-07, East ,0
TX113560,C54942,M8682,1481.53,Amex,Reversed,Mobile,88,30-Mar-2026,North,0
TX110754,C10425,M1686,806.26,Visa,Completed,Mobile,77,2025-04-23,West,0
TX111282,C68446,M6940,1117.14,Discover,Completed,Mobile,117,2025-03-23,East,0
TX108889,C98039,M1307,235.85,MasterCard,Failed,ATM,105,21/01/2026,East,0
TX108194,C30006,M9410,1879.3,Visa,Reversed,Mobile,119,2025-11-18,North,0
TX102314,C10350,M9312,627.17,Visa,Pending,POS,28,2025-09-29,West,0
TX101090,C47093,M7560,1959.19,Amex,Failed,POS,63,2025-10-07 11:24:07,East,1
TX103261,C49251,M9239,1883.58,MasterCard,Pending,Desktop,35,2026-02-22 06:26:15,South,0
TX101539,C33819,M4279,1284.96,Discover,Pending,Mobile,9,2025-08-03 00:27:59,North,0
TX114702,C23356,M2215,1798.5,Amex,Completed,ATM,10,2025-08-13,East,0
TX102787,C99241,M2864,260.66,Discover,Reversed,POS,98,03-Apr-2025,West,0
TX103952,C86931,M6447,1680.55,Discover,Reversed,ATM,76,11-Apr-2026,West,0
TX109544,C30253,M7981,964.21,MasterCard,Reversed,Mobile,117,2025-08-12 16:52:58,East,0
TX110826,C91399,M3209,1399.19,Discover,Pending,Desktop,93,12-11-2025,West,0
TX103775,C45774,M7256,1087.56,MasterCard,Reversed,Mobile,111,28/08/2025,West,0
TX100359,C13365,M8972,1780.0,Amex,Failed,ATM,3,2026-01-17,East,0
TX100103,C13280,M7163,521.35,Visa,Completed,Mobile,25,08-Apr-2026,East,0
TX114199,C59808,M6105,1544.28,Visa,Failed,Desktop,12,05-18-2025,North,0
TX102704,C43082,M1897,385.61,Amex,Completed,ATM,57,2025-10-24 12:23:28,North,0
TX103155,C47268,M3527,34.86,MasterCard,Completed,Desktop,71,2026-04-07 09:01:06,West,0
TX107934,C76244,M4531,1147.39,Amex,Reversed,POS,88,27/01/2025,West,0
TX111936,C96474,M2180,73.44,MasterCard,Failed,Mobile,84,05-25-2025,West,0
TX111680,C28373,M3953,1937.64,MasterCard,Reversed,Desktop,104,28/07/2025,East,1
TX112695,C75771,M5813,332.55,MasterCard,Failed,POS,104,2025-02-23,West,0
TX102949,C23069,M4963,1134.46,Visa,Pending,Desktop,13,2025-06-23,West,0
TX110719,C57823,M4866,53.98,Amex,Completed,ATM,33,2026-01-05 08:42:54,South,0
TX107314,C97177,M4833,1620.0,Visa,Pending,ATM,2,16-Mar-2026,North,0
TX107850,C32431,M5616,1707.6,Amex,Reversed,POS,26,08-22-2025,South,0
TX108786,C66179,M9914,1336.38,Visa,Pending,Mobile,24,26-Dec-2025,East,0
TX107330,C73956,M5288,838.75,Visa,Failed,POS,104,2025-11-28 03:07:40,East,0
TX114411,C89482,M8167,1873.73,Amex,Reversed,ATM,1,2025-01-07,East,0
TX105666,C73517,M2479,530.76,Amex,Pending,Mobile,27,06/03/2026,East,0
TX114707,C39581,M8305,717.76,Visa,Failed,ATM,44,07-Mar-2025,West,0
TX109162,C13804,M4950,131.67,Discover,Completed,Mobile,118,2026-03-17,East,0
TX104769,C95461,M1854,1571.16,Discover,Pending,POS,118,2025-02-19 21:34:34,West,0
TX100373,C47828,M2374,1015.84,Discover,Pending,POS,75,13-May-2026,South,0
TX112108,C15209,M1125,375.41,MasterCard,Completed,ATM,9,12-29-2025,South,0
TX114253,C81228,M9564,NaN,Discover,Pending,Mobile,65,11-05-2025,South,0
TX104877,C35485,M3399,112.42,Discover,Reversed,POS,34,28-Dec-2025,East,0
TX103406,C90694,M3253,483.92,Amex,Pending,ATM,111,10/03/2026,South,0
TX109352,C62089,M5469,698.29,Discover,Completed,ATM,48,05-11-2025,West,0
TX113153,C54473,M5720,1072.38,Visa,Completed,Mobile,69,10/07/2025,South,0
TX102439,C66959,M9937,76.41,Amex,Completed,Mobile,88,2025-12-11 22:55:31,East,0
TX107974,C72402,M4485,1524.71,MasterCard,Completed,ATM,67,21/04/2026,North,0
TX104184,C29410,M6267,,Amex,Pending,ATM,79,2025-04-08,North,0
TX111823,C17665,M1100,75.02,Visa,Reversed,Desktop,0,08-03-2025,North,0
TX107675,C61173,M5938,184.09,MasterCard,Failed,ATM,43,10/05/2026,West,0
TX102329,C31805,M3504,144.28,Visa,Completed,Desktop,80,08-Sep-2025,North,0
TX111556,C97684,M1502,464.08,Amex,Completed,Mobile,114,08-Jan-2026,North,0
TX113375,C52237,M9312,1719.49,Amex,Reversed,Mobile,20,05-08-2025,West,0
TX112146,C24029,M6724,,MasterCard,Completed,Desktop,17,2025-02-23,South,0
TX111758,C13201,M3185,1089.62,MasterCard,Reversed,POS,38,2025-05-02 12:38:31,South,0
TX101138,C30032,M7843,1002.23,Visa,Failed,POS,6,21/11/2025,East,0
TX101394,C15817,M7878,1722.24,Discover,Failed,POS,72,04-06-2025,South,1
TX107182,C17355,M8126,1796.51,Amex,Completed,POS,104,18-Sep-2025,North,0
TX105076,C71605,M4460,182.0,Discover,Pending,ATM,44,24/12/2025,West,0
TX114268,C70901,M9945,1789.76,Visa,Reversed,ATM,74,01-12-2025,West,0
TX107703,C76237,M4279,205.5,MasterCard,Reversed,Desktop,75,2025-04-15 08:07:56,South,0
TX107744,C14117,M3955,NaN,Discover,Failed,Mobile,29,2025-02-07,East,0
TX100155,C77449,M8538,760.38,MasterCard,Completed,POS,56,2026-02-15 14:05:54,West,0
TX109776,C20543,M3535,1282.61,Discover,Pending,ATM,7,2025-12-06,North,0
TX101861,C14373,M8311,662.89,Visa,Reversed,ATM,26,2025-06-24,South,0
TX111903,C65108,M3535,1469.78,Amex,Reversed,ATM,96,19/08/2025,North,0
TX106366,C52992,M8489,201.38,Amex,Pending,Desktop,9,2026-03-18 11:30:57,North,0
TX113740,C92960,M1744,1095.7,Discover,Failed,POS,74,2025-02-13 20:35:52,North,0
TX107812,C62565,M8138,707.71,MasterCard,Failed,Desktop,23,15-Sep-2025,South,0
TX101010,C22463,M5712,1242.58,Visa,Completed,Desktop,18,25/06/2025,East,0
TX103443,C97410,M1815,865.48,Visa,Completed,ATM,65,12/05/2026,East,0
TX102773,C79541,M3513,1519.23,Discover,Pending,POS,108,2026-03-17 20:06:13,North,0
TX106512,C52081,M8055,1897.83,Visa,Completed,Mobile,18,08-16-2025,West,1
TX103471,C38864,M3449,1254.58,Amex,Reversed,POS,88,03-07-2025,North,0
TX107946,C88135,M1627,731.08,Discover,Completed,ATM,104,09-Sep-2025,North,0
TX108075,C67912,M5678,1103.04,Amex,Pending,Desktop,51,10-24-2025,north,0
TX101111,C24621,M2858,1828.19,Discover,Failed,Mobile,25,09-25-2025,East,1
TX106080,C70852,M1424,536.46,Visa,Pending,Desktop,73,09-May-2025,West,0
TX107425,C21395,M4485,1501.45,Visa,Failed,POS,95,25-Mar-2025,West,0
TX100767,C35112,M2684,1200.16,Amex,Completed,Desktop,28,01-10-2025,East,0
TX104386,C57400,M8406,1436.43,Visa,Reversed,POS,18,2025-03-05,West,0
TX104214,C85914,M4271,522.81,Discover,Failed,POS,99,23/03/2026,North,0
TX114215,C33519,M8272,911.45,MasterCard,Completed,Desktop,47,2026-03-05, East ,0
TX107983,C47093,M3754,,MasterCard,Completed,ATM,13,2025-06-19 11:14:13,North,0
TX103930,C10074,M2234,792.55,Discover,Failed,Mobile,40,05-12-2026,South,0
TX112757,C82768,M4637,303.31,Discover,Failed,Desktop,118,2025-05-11,West,0
TX106908,C62743,M2108,389.22,MasterCard,Failed,ATM,20,2025-12-05 02:05:08,East,0
TX101310,C95649,M6736,90.61,Amex,Reversed,ATM,48,2026-04-21,East,0
TX110828,C38183,M6848,1899.91,Discover,Pending,POS,18,2025-08-23 11:55:09,North,1
TX107586,C40539,M2623,1103.23,Amex,Reversed,Mobile,77,2026-04-29,South,0
TX113240,C73092,M3009,1880.62,Visa,Completed,Desktop,85,2025-06-15,North,1
TX106951,C37869,M2965,253.34,Discover,Failed,ATM,82,16-Apr-2025,East,0
TX104888,C47930,M6752,381.78,Discover,Pending,ATM,34,02-22-2026,North,0
TX100442,C49824,M3185,181.62,MasterCard,Completed,ATM,71,2025-11-27,North,0
TX109356,C52176,M5193,188.03,Amex,Pending,POS,30,2026-05-08 09:34:13,East,0
TX108470,C63523,M2140,1095.04,Amex,Pending,ATM,77,2025-04-17 22:44:19,South,0
TX111274,C10425,M6461,1814.16,Visa,Completed,Desktop,62,2025-01-19,North,1
TX109865,C69609,M9914,824.71,Amex,Failed,Desktop,41,18/09/2025,South,0
TX100045,C14165,M3463,1263.25,Visa,Failed,Mobile,27,16-Sep-2025,South,0
TX101987,C66498,M4630,1834.52,Visa,Completed,ATM,71,25-Jul-2025,East,1
TX106576,C91399,M6567,1253.76,Visa,Reversed,POS,67,26/01/2025,East,0
TX106681,C80912,M2106,926.98,Discover,Completed,ATM,90,10-Dec-2025,South,0
TX111609,C47268,M6493,1289.74,Visa,Failed,Mobile,41,13-May-2025,West,0
TX111706,C40021,M1086,1624.69,Discover,Pending,POS,31,2025-09-14 04:14:37,East,0
TX114150,C61879,M3414,1541.21,Amex,Completed,Desktop,4,03/04/2025,North,0
TX102648,C14288,M6179,,MasterCard,Completed,POS,113,05-18-2025,West,0
TX106409,C58520,M9331,345.63,Amex,Pending,Mobile,81,05-10-2026, West ,0
TX106523,C67898,M8170,1457.6,MasterCard,Completed,ATM,70,17/02/2025,South,0
TX102451,C25220,M2106,463.97,Amex,Reversed,ATM,112,2025-03-13,North,0
TX108573,C70981,M6780,274.1,Amex,Reversed,ATM,18,23/06/2025,North,0
TX114323,C69087,M8032,1977.37,Visa,Reversed,Desktop,67,02-10-2025,South,1
TX105058,C37235,M4048,,Discover,Pending,ATM,1,2025-08-21,West,0
TX110009,C96706,M8756,1282.23,MasterCard,Failed,ATM,45,03-Jan-2026,East,0
TX101374,C69609,M2887,286.59,Discover,Pending,Mobile,106,09-Feb-2026,North,0
TX109058,C66498,M9151,1035.99,Amex,Completed,ATM,40,2025-06-09 02:34:34,South,0
TX114570,C25915,M2108,1682.6,Amex,Completed,Desktop,20,2025-01-13,South,0
TX107761,C44816,M8406,1043.74,Amex,Completed,ATM,11,07-Apr-2025,East,0
TX113289,C21959,M2402,863.29,Visa,Completed,Desktop,9,2025-09-04,West,0
TX113204,C96163,M5475,961.25,MasterCard,Pending,POS,15,2025-12-11,South,0
TX103818,C59615,M6400,1738.05,Amex,Reversed,POS,34,08-16-2025,North,0
TX105239,C90694,M8218,1657.82,Visa,Completed,POS,25,2025-12-09,North,0
TX104111,C74722,M3986,1538.21,Amex,Failed,Mobile,117,2026-04-16 02:05:50,North,0
TX109997,C56112,M8404,1179.74,Visa,Pending,Desktop,56,26-Apr-2025,West,0
TX100202,C53933,M8756,1340.98,Discover,Failed,Mobile,94,2025-12-27,North,0
TX100678,C18564,M8957,1965.16,Amex,Pending,Desktop,43,2025-08-12,East,1
TX111437,C42018,M9452,640.21,Discover,Completed,ATM,50,2025-06-03 07:44:45,North,0
TX101341,C69087,M3449,1891.73,Discover,Pending,Mobile,76,11/08/2025,East,1
TX107428,C13101,M2697,469.21,Visa,Completed,Mobile,10,04/02/2026,West,0
TX110408,C77561,M6736,1591.95,MasterCard,Reversed,Mobile,102,22-Mar-2026,South,0
TX107092,C64524,M7731,NaN,Visa,Failed,ATM,111,06/04/2026,West,0
TX105930,C25095,M6554,,Visa,Failed,ATM,113,07-Jun-2025,East,0
TX112477,C34914,M6082,750.72,Discover,Reversed,Mobile,117,2025-04-06,East,0
TX110561,C81364,M2868,583.93,Visa,Reversed,Desktop,88,03-Apr-2025,East,0
TX112189,C80010,M1726,1091.7,Amex,Pending,ATM,11,2026-01-14 00:46:10,West,0
TX109182,C48684,M3878,580.93,Amex,Completed,ATM,118,2025-07-23 02:39:45,North,0
TX101287,C46655,M2391,1691.42,MasterCard,Failed,Mobile,109,10-Sep-2025,South,1
TX113341,C65176,M7937,1765.56,Discover,Pending,POS,38,07-25-2025,South,0
TX107201,C24150,M1717,1313.28,MasterCard,Failed,ATM,111,2025-10-07 09:50:21,North,0
TX108166,C93819,M5616,1895.9,Discover,Completed,POS,118,2025-04-27,North,0
TX107398,C85574,M9312,1929.52,Visa,Pending,POS,78,2025-12-27,North,0
TX110435,C71213,M6381,1233.55,MasterCard,Failed,Mobile,104,01/04/2025,North,0
TX103468,C62089,M9991,1035.39,Visa,Pending,POS,63,06-17-2025,North,0
TX101206,C52245,M4145,233.66,Visa,Reversed,POS,15,2025-01-06 02:52:18,East,0
TX104142,C86931,M7843,407.29,MasterCard,Failed,Mobile,33,25/10/2025,East,0
TX104064,C83772,M2657,1027.64,Visa,Completed,ATM,65,2025-07-09 03:22:49,North,0
TX102813,C62757,M3002,NaN,MasterCard,Failed,Mobile,27,07-Mar-2025,East,0
TX112228,C52245,M2234,53.41,MasterCard,Reversed,POS,40,2025-04-15,West,0
TX105477,C89516,M8702,NaN,Visa,Completed,Mobile,44,01-18-2025,South,0
TX110284,C49857,M7397,1014.69,Visa,Pending,Mobile,96,22-Jul-2025,West,0
TX107652,C22224,M3535,1140.7,Visa,Completed,ATM,73,05-29-2025,South,0
TX102162,C34920,M4871,1845.07,Amex,Failed,Desktop,88,2026-03-07 09:28:56,North,1
TX106100,C38683,M9410,99.48,Amex,Reversed,Desktop,89,12-04-2025,West,0
TX106121,C67733,M1854,817.42,Amex,Reversed,POS,21,20/01/2026,East,0
TX112766,C30706,M3042,213.98,Discover,Failed,Desktop,21,25/04/2026,South,0
TX107581,C23396,M2257,1722.79,Amex,Completed,Desktop,33,2025-11-12,West,0
TX112328,C41266,M6968,1294.32,MasterCard,Completed,Mobile,35,2026-03-02,East,0
TX102472,C19880,M8245,1320.52,Discover,Pending,Mobile,96,2025-04-20,South,0
TX111115,C14705,M7397,144.11,Amex,Pending,POS,79,2025-04-13 11:58:13,west,0
TX113262,C81066,M9564,440.16,MasterCard,Failed,Mobile,83,2025-04-09 12:36:01,West,0
TX102381,C65615,M6119,269.75,Visa,Failed,ATM,78,14-Nov-2025,North,0
TX111940,C26011,M8218,1107.75,Discover,Failed,Mobile,109,27/10/2025,East,0
TX111672,C99705,M9624,1892.55,Visa,Pending,ATM,66,12-Dec-2025,South,0
TX104337,C10851,M5288,1263.31,Visa,Pending,POS,1,17/08/2025,West,0
TX101916,C71261,M9586,302.75,MasterCard,Pending,Desktop,111,30/03/2026,East,0
TX100656,C78765,M8432,1232.34,Amex,Failed,ATM,16,2025-11-14 18:56:18,North,0
TX108762,C22196,M8489,812.91,MasterCard,Reversed,POS,50,25-Apr-2025,West,0
TX103965,C10221,M1693,1969.02,Amex,Completed,POS,101,01-22-2026,North,1
TX101741,C26614,M3955,1398.94,Amex,Pending,Mobile,91,18-Apr-2026,West,0
TX104342,C84177,M1530,1195.04,Discover,Completed,Mobile,96,05-Jun-2025,North,0
TX103033,C57447,M9725,145.14,Visa,Reversed,POS,95,08-Jan-2026,South,0
TX113403,C52245,M6062,5.9,Visa,Pending,Desktop,34,19/03/2026,South,0
TX112868,C42853,M1854,365.45,Amex,Reversed,Desktop,44,2026-01-18 22:22:09,West,0
TX109184,C54587,M7859,492.96,MasterCard,Failed,POS,8,03-30-2026,East,0
TX107059,C56566,M1570,1467.29,Discover,Reversed,POS,26,2025-12-15 23:19:08,North,0
TX111651,C36772,M7229,1958.47,Discover,Pending,ATM,111,19/02/2026,North,1
TX100245,C44522,M6850,967.65,Discover,Completed,ATM,4,2026-01-10 12:05:49,North,0
TX105687,C29936,M6546,1927.49,Amex,Failed,ATM,97,2026-02-12 16:03:19,West,1
TX110910,C30006,M5687,473.28,Amex,Reversed,Mobile,101,2026-04-27,South,0
TX100123,C14373,M4612,1515.59,MasterCard,Failed,Desktop,103,09/04/2025,North,1
TX111712,C57400,M8498,755.01,Discover,Reversed,Desktop,48,03-02-2025,South,0
TX112944,C51588,M1842,454.03,Discover,Reversed,Mobile,0,2025-02-02,South,0
TX105132,C83579,M7730,710.82,Discover,Completed,Mobile,16,2026-02-08 00:35:29,North,0
TX113683,C79163,M6776,1503.82,MasterCard,Failed,POS,2,15/03/2025,South,1
TX106376,C49535,M3339,1565.67,Amex,Reversed,POS,1,07/04/2026,East,0
TX105318,C72070,M5564,1329.78,MasterCard,Pending,Mobile,34,24/01/2026,South,0
TX103644,C47762,M6170,1874.88,MasterCard,Reversed,POS,54,05-07-2026,South,1
TX105242,C73242,M8391,NaN,Amex,Failed,ATM,18,26/04/2025,South,0
TX101864,C97012,M3504,1222.99,Discover,Reversed,POS,55,2025-08-19 17:39:37,South,0
TX111322,C19838,M8967,696.08,Amex,Completed,Mobile,35,2026-01-21,South,0
TX108014,C91959,M6802,1413.35,Discover,Reversed,Desktop,110,2025-08-09 20:58:30,West,0
TX104096,C47828,M7981,1661.49,Visa,Completed,Mobile,57,06-14-2025,South,0
TX112376,C17665,M2965,1211.23,Amex,Pending,POS,105,2025-02-17,East,0
TX100963,C67954,M6554,195.89,Discover,Failed,Desktop,58,09/11/2025,East,1
TX104113,C81987,M8432,465.61,MasterCard,Failed,POS,111,05-13-2025,South,0
TX107696,C93810,M8792,203.13,Discover,Pending,POS,42,03-14-2025,North,0
TX105991,C45992,M6780,1919.87,Discover,Pending,Mobile,19,2025-09-18 21:29:12,East,1
TX106700,C49535,M7553,1761.25,Amex,Reversed,Mobile,30,2025-05-10,North,0
TX104458,C95841,M8277,403.86,MasterCard,Completed,POS,41,2025-01-17 17:13:14,North,0
TX108987,C25194,M3538,1140.72,Amex,Reversed,Mobile,107,04-05-2026,South,0
TX104363,C87924,M4349,1653.94,Visa,Failed,Mobile,13,2025-07-30 23:24:25,North,0
TX111037,C26334,M7334,1730.06,Amex,Reversed,POS,119,18-Nov-2025,East,0
TX101535,C62089,M8172,545.8,MasterCard,Completed,ATM,113,2025-11-27 18:55:48,North,0
TX105231,C18675,M6129,1993.6,Discover,Completed,Desktop,41,03-25-2025,East,1
TX105062,C74799,M6375,602.84,MasterCard,Failed,Desktop,69,2025-10-29,North,0
TX110175,C23238,M4271,1374.84,Discover,Failed,ATM,8,12-08-2025,North,0
TX108355,C37235,M7785,1565.42,MasterCard,Completed,ATM,104,2026-01-18,South,0
TX100645,C82845,M9444,612.68,Amex,Reversed,POS,94,2025-06-29 08:42:31, South ,0
TX111580,C61173,M9176,486.85,MasterCard,Pending,Mobile,106,2026-03-21 08:13:36,North,0
TX102781,C42742,M7001,180.42,Discover,Reversed,Mobile,86,2026-05-14,West,0
TX114661,C81582,M1616,94.78,Discover,Completed,Desktop,20,17/03/2026,West,0
TX104535,C17146,M8273,130.71,Discover,Pending,Mobile,64,2025-01-16,West,0
TX112940,C44814,M4833,NaN,MasterCard,Completed,POS,25,2025-08-30,East,0
TX101443,C25906,M2657,165.64,MasterCard,Completed,Desktop,46,2025-01-08,West,0
TX109311,C83772,M2106,1210.03,MasterCard,Reversed,Mobile,103,02-18-2025,West,0
TX102584,C45018,M5128,1906.4,Visa,Failed,ATM,12,20/06/2025,West,1
TX112200,C69510,M6752,291.71,Amex,Failed,Mobile,6,10-Mar-2026,West,0
TX113205,C44718,M7566,1902.17,Discover,Reversed,ATM,93,29/06/2025,North,1
TX103618,C12671,M6968,1899.42,Discover,Pending,ATM,33,2025-11-21 14:23:48,West,1
TX114271,C55082,M6267,1285.63,Visa,Reversed,ATM,101,13-Mar-2025,North,0
TX113160,C44237,M1693,1664.48,Visa,Reversed,Mobile,5,2025-03-11,East,0
TX114780,C34957,M5089,543.68,Discover,Pending,Desktop,66,2026-02-05 18:50:35,North,0
TX110961,C44687,M8245,900.72,MasterCard,Completed,Desktop,58,2026-02-01 02:05:15,South,0
TX100471,C25012,M5564,402.25,Amex,Failed,Desktop,113,15/05/2025,South,0
TX110399,C61049,M8155,923.25,Visa,Reversed,ATM,0,01/10/2025,North,0
TX105532,C40613,M1436,1326.08,Amex,Completed,Mobile,51,18-Nov-2025,East,0
TX112297,C69638,M8311,1720.03,Discover,Pending,Desktop,36,28/01/2026,North,0
TX107847,C16006,M2180,470.25,Visa,Completed,ATM,51,01-05-2026,South,0
TX110269,C17665,M6751,1051.05,Visa,Reversed,POS,117,04-15-2026,West,0
TX106661,C84963,M7636,NaN,MasterCard,Reversed,Mobile,77,2025-09-29,North,0
TX101040,C57472,M6400,75.08,MasterCard,Reversed,Mobile,10,27/01/2026,East,0
TX100691,C28131,M4279,521.81,Amex,Completed,ATM,69,2026-01-03,East,0
TX104846,C88139,M7859,1958.27,Discover,Reversed,Desktop,0,20-Jan-2026,North,0
TX110054,C54587,M6850,731.34,Amex,Pending,Desktop,105,2026-04-13,East,0
TX114343,C27224,M1599,396.18,Discover,Pending,POS,23,20/07/2025,East,0
TX110779,C46160,M5687,1654.35,MasterCard,Failed,POS,29,02-23-2025,North,0
TX108911,C16868,M8205,1938.2,Amex,Pending,ATM,74,17/09/2025,South,1
TX113411,C26551,M6381,515.35,MasterCard,Completed,Desktop,118,11-10-2025,West,0
TX113662,C64496,M9618,1504.03,Visa,Pending,ATM,67,2026-01-19,East,0
TX102077,C41365,M2697,1001.87,Visa,Pending,ATM,89,2025-06-28 21:42:50,North,0
TX104713,C12011,M3185,324.2,Visa,Pending,Desktop,81,13-Jul-2025,South,0
TX113675,C76698,M7981,644.69,Amex,Reversed,Mobile,3,2025-04-30 14:40:56,West,0
TX101830,C93202,M7421,440.73,Amex,Completed,Mobile,103,23-Aug-2025,North,0
TX110986,C40735,M5712,1907.81,Visa,Completed,POS,105,2025-10-06 06:57:31,South,0
TX102204,C23947,M3827,1090.38,Amex,Failed,POS,114,2025-02-05,West,0
TX113653,C29442,M6554,720.01,Visa,Failed,ATM,105,10-Aug-2025,East,0
TX100773,C32871,M8406,1274.24,Discover,Failed,POS,63,23-Jan-2026,South,0
TX100281,C42406,M7636,354.15,Amex,Completed,Desktop,116,17-Feb-2025,North,0
TX109568,C30517,M6598,1544.2,Amex,Pending,Mobile,66,2025-12-16 06:26:43,East,0
