transaction_id,customer_id,merchant_id,transaction_amount,card_type,transaction_status,device_type,account_age_months,transaction_date,region,is_fraud
TX111056,C94886,M3339,1035.1,Amex,Pending,ATM,80,09-Nov-2025,West,0
TX113901,C31643,M8245,1693.8,Amex,Pending,POS,6,2025-12-02 12:22:48,south,0
TX106021,C73653,M7077,416.43,MasterCard,Failed,Desktop,31,2025-03-19,North,0
TX108235,C64040,M5150,412.08,Amex,Pending,POS,56,05-15-2026,North,0
TX107362,C54057,M3513,781.97,Discover,Reversed,ATM,83,10-07-2025,West,0
TX108587,C29313,M6053,1189.6,Discover,Pending,POS,87,01-17-2026,West,0
TX109116,C21003,M8532,1939.66,Visa,Completed,ATM,118,12-10-2025,West,1
TX104566,C84177,M4918,484.28,Discover,Pending,Mobile,79,11-Feb-2026,East,0
TX104388,C44675,M7825,736.12,Discover,Pending,POS,13,2025-10-01,West,0
TX113348,C66498,M9452,895.08,Visa,Failed,ATM,95,01/03/2025,West,0
TX111546,C53713,M8432,96.56,MasterCard,Reversed,POS,53,09-Oct-2025,North,0
TX103746,C19961,M3986,1694.41,Discover,Reversed,POS,88,16/10/2025,North,0
TX106549,C60422,M1715,1457.6,MasterCard,Completed,ATM,70,17/02/2025,South,0
TX111687,C41830,M7077,1676.03,Discover,Completed,Mobile,45,05/12/2025,West,0
TX101865,C80701,M8406,662.89,Visa,Reversed,ATM,26,2025-06-24,South,0
TX106356,C21957,M8292,472.36,Amex,Reversed,ATM,18,15-Jan-2026,North,0
TX111714,C82063,M9239,1164.3,Amex,Failed,POS,100,03-Jun-2025,South,0
TX112192,C31417,M1861,1397.35,Amex,Failed,ATM,52,2025-01-25,West,0
TX102281,C73092,M1717,NaN,MasterCard,Reversed,Mobile,66,04-Mar-2025,South,0
TX108027,C37760,M1618,998.86,Visa,Completed,POS,28,2025-08-08 21:55:01,West,0
TX114803,C29080,M3267,471.2,Amex,Pending,Desktop,108,13-May-2026,South,0
TX109101,C80702,M5655,1113.55,Discover,Completed,Desktop,74,2026-02-12 21:53:48,West,0
TX111134,C70036,M4637,1483.39,Discover,Completed,Mobile,99,2025-11-09,South,0
TX100359,C64040,M4349,1663.99,Visa,Reversed,POS,117,2025-02-09,East,0
TX110691,C50492,M2623,72.22,Amex,Failed,Desktop,108,15-Jun-2025,West,1
TX101343,C86011,M7731,599.42,Visa,Completed,Mobile,67,06-17-2025,North,0
TX113014,C69429,M8581,891.96,Amex,Reversed,POS,108,2025-10-06 16:37:13,South,0
TX100004,C92149,M1627,1007.63,MasterCard,Failed,Desktop,84,2025-11-16 10:53:59,North,0
TX103264,C27781,M4630,1480.5,Visa,Completed,ATM,86,2026-01-06,South,0
TX106821,C41300,M5096,1094.94,Discover,Failed,Mobile,9,2025-09-26 09:19:21,North,0
TX112239,C37869,M1717,1416.91,Visa,Pending,POS,27,06-Jul-2025,East,0
TX100773,C45992,M8601,905.74,Discover,Completed,Desktop,79,27/10/2025,South,0
TX108582,C59674,M1618,727.37,Amex,Failed,POS,31,2025-12-21,East,0
TX111043,C22196,M4524,31.71,Amex,Reversed,ATM,20,15/09/2025,North,0
TX106515,C92978,M1311,349.82,MasterCard,Pending,Mobile,81,2025-11-09 09:08:17,North,0
TX108952,C22899,M5938,1170.87,Amex,Pending,POS,81,03/10/2025,West,0
TX111246,C65936,M2033,1355.2,MasterCard,Failed,Desktop,82,05-Jun-2025,West,0
TX100123,C37535,M7018,90.14,Visa,Reversed,Desktop,105,18/11/2025,South,0
TX102960,C89840,M2108,461.26,MasterCard,Failed,Mobile,74,23-Aug-2025,West,0
TX109032,C43408,M5807,1938.18,Discover,Reversed,Mobile,20,2025-10-29 20:40:36, North ,1
TX105921,C40784,M9239,1767.12,Discover,Completed,ATM,26,2026-01-24,East,0
TX107025,C77391,M2298,320.23,Amex,Completed,ATM,109,2025-01-21 13:59:50,West,0
TX114837,C50538,M6752,490.2,Amex,Failed,POS,104,27/04/2025,South,0
TX113396,C77952,M2251,337.33,Discover,Completed,Mobile,58,09/10/2025,West,0
TX103533,C56507,M8147,1463.83,MasterCard,Pending,ATM,20,2025-09-17 05:12:07,East,0
TX109576,C88907,M4871,1747.12,Visa,Completed,Desktop,43,10-May-2025,West,0
TX101741,C47667,M3317,1069.99,Amex,Completed,Desktop,104,2025-12-11,West,0
TX102171,C82641,M6375,1083.09,Discover,Completed,Desktop,26,17/01/2026,North,0
TX104593,C58368,M7299,603.59,Discover,Failed,Mobile,108,2025-01-01,West,0
TX111904,C37549,M3504,1363.65,Discover,Failed,ATM,16,10/12/2025,South,0
TX106203,C37152,M3471,506.63,Amex,Pending,ATM,42,22-Apr-2026,East,0
TX105250,C83519,M8159,1257.65,Discover,Failed,Mobile,11,2025-05-25 04:57:39,East,0
TX103146,C59986,M6119,342.52,Visa,Reversed,ATM,13,2025-11-04 17:59:38, North ,0
TX105089,C41029,M2391,NaN,Visa,Failed,POS,95,05/02/2025,West,0
TX101481,C83792,M8406,966.88,Visa,Completed,POS,106,09-Jul-2025,West,0
TX101355,C60277,M9626,1876.1,Visa,Reversed,POS,63,2025-07-17,North,1
TX112427,C46421,M2548,425.4,Discover,Reversed,Mobile,47,12-Jan-2025,East,0
TX103005,C96200,M7947,1748.82,Visa,Reversed,POS,84,2025-10-03,West,0
TX101416,C31643,M8170,670.41,Visa,Completed,POS,27,12-Nov-2025,North,0
TX105094,C99399,M2882,136.68,Visa,Reversed,Desktop,34,01-Jul-2025,South,0
TX109555,C19961,M8538,1228.79,MasterCard,Pending,ATM,103,25/09/2025,East,0
TX114538,C60196,M1872,977.72,Discover,Failed,ATM,6,11/03/2025,East,0
TX110775,C23970,M7636,1149.38,MasterCard,Reversed,Desktop,32,2025-08-20 08:37:40, South ,0
TX102367,C19961,M2929,378.74,Visa,Reversed,Desktop,26,10-Jul-2025,West,0
TX106362,C21003,M6752,595.59,Visa,Failed,POS,28,25-Mar-2025,East,0
TX102401,C79541,M8682,70.39,Amex,Completed,Mobile,77,24/04/2025,South,0
TX100653,C35485,M6262,111.12,Amex,Completed,POS,45,2025-12-05,North,0
TX102765,C89354,M7171,873.68,Amex,Pending,Mobile,41,30/04/2025,South,0
TX113012,C75836,M6267,1536.16,MasterCard,Pending,Mobile,111,2025-09-27 19:16:30,West,0
TX103659,C41385,M8259,715.49,Visa,Reversed,Desktop,27,02-05-2025,East,0
TX111600,C23446,M9647,1275.94,Amex,Pending,ATM,91,21-Jan-2025,West,0
TX100261,C23947,M6908,272.5,Discover,Pending,Desktop,109,18-Jul-2025,West,0
TX110386,C97177,M2229,1385.02,MasterCard,Completed,ATM,90,2025-02-20,East,0
TX102150,C42411,M5687,884.41,Visa,Pending,Mobile,115,05/04/2026,East,0
TX106478,C46930,M7077,1179.11,Visa,Pending,POS,115,02-01-2025,North,0
TX108173,C27275,M7560,1117.0,Visa,Completed,Mobile,41,2026-05-01,East,0
TX111625,C66959,M7333,1052.43,MasterCard,Completed,POS,88,02/04/2026,North,0
TX110379,C58393,M6848,557.15,Discover,Pending,ATM,72,2026-04-02 08:37:58,West,0
TX111817,C81426,M4612,1641.71,Visa,Reversed,Mobile,111,31/07/2025,West,0
TX109470,C89840,M9914,72.68,MasterCard,Failed,POS,85,31/05/2025,East,0
TX108017,C64459,M2229,914.34,Discover,Failed,Desktop,115,23-Jun-2025,West,0
TX108654,C24371,M2259,1270.92,MasterCard,Failed,Desktop,18,11-07-2025,East,0
TX107355,C47828,M7655,432.48,Amex,Failed,Mobile,28,24-Apr-2025,West,0
TX104820,C69609,M5670,989.5,MasterCard,Completed,Desktop,42,10-Mar-2026,North,0
TX107198,C74454,M7421,90.56,Amex,Reversed,ATM,94,2025-10-27 20:19:55,South,0
TX100506,C98125,M9633,255.49,MasterCard,Failed,Desktop,64,10-Feb-2025,West,0
TX114488,C88385,M7105,1002.68,Visa,Completed,Mobile,66,17-Sep-2025,South,0
TX102077,C62184,M9355,990.11,Discover,Failed,POS,109,04-07-2026,South,0
TX108953,C38477,M8155,925.37,MasterCard,Completed,POS,94,2025-05-20,West,0
TX105853,C25866,M8167,1596.69,Amex,Failed,POS,44,23-Oct-2025,South,1
TX106646,C27038,M7524,1231.28,MasterCard,Reversed,Mobile,62,10/04/2025,North,0
TX109432,C17592,M2773,1055.24,Visa,Completed,POS,28,03-18-2026,South,0
TX106681,C49857,M5742,417.66,MasterCard,Pending,Mobile,78,20-Feb-2025,East,0
TX100998,C20589,M4349,NaN,Visa,Completed,Desktop,13,18/08/2025,East,0
TX108822,C80776,M8277,1884.19,MasterCard,Completed,POS,108,05/01/2025,South,0
TX106421,C32810,M2381,NaN,Discover,Pending,Mobile,36,2025-07-22 10:53:57,West,0
TX112997,C43586,M9945,1582.99,Amex,Failed,ATM,32,2026-01-12 16:39:32,South,0
TX113890,C11061,M2353,261.25,Visa,Completed,Mobile,10,02/05/2026,South,0
TX100500,C16057,M2996,92.66,MasterCard,Reversed,ATM,98,03-Nov-2025,North,0
TX114766,C78347,M1726,409.55,Visa,Reversed,POS,15,13-Feb-2026,West,0
TX108311,C23446,M7843,1743.76,Visa,Reversed,Mobile,14,2026-04-25 23:48:52,South,0
TX104360,C89593,M6543,1822.82,Discover,Pending,ATM,3,04-19-2026,West,1
TX104856,C36896,M8792,1380.87,MasterCard,Reversed,ATM,11,2025-04-29 06:57:04,North,0
TX108333,C89457,M5096,458.37,Visa,Pending,POS,1,27/10/2025,West,0
TX108540,C19862,M3392,202.36,Visa,Reversed,POS,95,2025-03-13 20:16:24,East,0
TX114435,C94659,M4986,235.18,MasterCard,Completed,Desktop,66,2025-12-26,South,0
TX101573,C24663,M2698,1443.06,MasterCard,Failed,Mobile,119,2025-04-08 14:19:16,North,0
TX104711,C70981,M2531,1058.2,MasterCard,Completed,ATM,7,02-18-2026,South,0
TX110727,C98184,M8199,810.64,Visa,Completed,Mobile,87,11-12-2025,East,0
TX114189,C31643,M7105,1872.93,Amex,Completed,ATM,12,29/10/2025,West,1
TX107834,C44600,M4178,1343.43,Amex,Completed,ATM,74,14-Jun-2025,East,0
TX109873,C18564,M7521,1181.65,Visa,Reversed,ATM,81,07/03/2025,east,0
TX114436,C13783,M2337,621.72,MasterCard,Reversed,POS,70,2025-08-12 22:35:55,West,0
TX102129,C37607,M8391,128.12,Discover,Completed,Mobile,66,02/04/2025,West,0
TX101611,C84668,M7299,924.88,Discover,Completed,Desktop,116,10/05/2026,East,0
TX106295,C16175,M8682,1911.74,Visa,Completed,Desktop,86,2025-01-01 23:02:40,North,0
TX112767,C95477,M4986,NaN,Amex,Failed,POS,94,2025-12-17,East,0
TX105293,C82350,M9693,309.75,Discover,Reversed,Desktop,21,04-Mar-2026,North,0
TX112552,C43082,M9129,364.72,MasterCard,Reversed,Desktop,35,2025-06-30 08:51:33,East,0
TX104118,C83792,M2229,266.79,Discover,Failed,POS,88,04-10-2026,East,0
TX100281,C73517,M7636,354.15,Amex,Completed,Desktop,116,17-Feb-2025,North,0
TX109001,C41186,M2118,1678.55,Visa,Failed,Desktop,82,23/04/2026,North,0
TX107067,C25014,M8311,1152.96,Discover,Completed,POS,89,06-Feb-2025,East,0
TX109034,C79942,M4533,1704.83,MasterCard,Pending,POS,10,28/01/2026,North,0
TX110692,C68991,M6170,182.91,Discover,Reversed,POS,19,02-24-2025,South,0
TX107373,C39154,M5288,751.15,MasterCard,Pending,Mobile,0,05-01-2025,South,0
TX108431,C10371,M2251,1628.79,MasterCard,Pending,Mobile,68,2026-02-21 20:40:48,North,0
TX111133,C20641,M3956,1868.9,Discover,Pending,POS,32,10-14-2025,West,1
TX100245,C44522,M6447,967.65,Discover,Completed,ATM,4,2026-01-10 12:05:49,North,0
TX109745,C44741,M3538,NaN,Visa,Reversed,ATM,42,01-02-2026,West,0
TX111731,C47056,M6262,1448.42,Discover,Pending,POS,48,2025-09-10 16:33:32,South,0
TX103813,C55508,M2353,1493.4,MasterCard,Completed,Mobile,49,2025-03-24,North,0
TX107404,C86099,M8565,1143.9,Visa,Reversed,POS,53,2025-09-07 16:44:33,West,0
TX103782,C30861,M1502,950.7,MasterCard,Reversed,POS,114,2026-05-13 08:00:46,North,0
TX106813,C99974,M1861,NaN,Visa,Completed,ATM,36,28/01/2025,East,0
TX111695,C68138,M3842,1628.1,MasterCard,Pending,POS,64,01-25-2025,East,0
TX106406,C13201,M2140,765.0,Discover,Reversed,Desktop,65,25-Apr-2026,North,0
TX113254,C93507,M4176,1244.75,Amex,Completed,ATM,0,22/09/2025,East,0
TX106704,C43681,M7731,916.18,Visa,Pending,POS,49,24-Jan-2025, West ,0
TX104756,C65333,M2298,256.47,MasterCard,Pending,POS,19,05-10-2025,East,0
TX111950,C96474,M1298,1674.99,Visa,Pending,ATM,102,06-06-2025,North,0
TX104097,C56105,M3956,438.02,MasterCard,Failed,Desktop,21,11/09/2025,East,0
TX114836,C83259,M4271,859.15,Discover,Pending,Mobile,18,2025-05-10,west,0
TX113986,C19681,M3504,1475.3,Amex,Reversed,Desktop,4,2025-07-24,West,0
TX103788,C95316,M8972,916.67,MasterCard,Failed,POS,28,03-Mar-2026,South,0
TX114239,C60277,M9406,703.31,Discover,Completed,POS,73,02-10-2026,West,0
TX107971,C50319,M9151,NaN,Visa,Failed,ATM,49,10-31-2025,East,0
TX100622,C25713,M7229,1807.76,Visa,Completed,ATM,44,2025-09-05 19:34:00,East,1
TX108301,C42177,M6598,NaN,MasterCard,Reversed,Desktop,103,01-May-2026,West,0
TX105320,C73654,M4941,276.14,Visa,Pending,Desktop,96,11-23-2025,North,0
TX112286,C33416,M7730,1376.25,Visa,Failed,Desktop,48,06-Oct-2025,West,0
TX103150,C36896,M9307,978.33,Amex,Completed,ATM,37,07/02/2026,West,0
TX100094,C15075,M9129,96.63,Discover,Completed,POS,110,05-25-2025,South,0
TX108018,C30635,M9406,994.78,Discover,Completed,Mobile,84,01-14-2025, West ,0
TX113301,C62565,M8391,1490.32,MasterCard,Reversed,POS,120,09/07/2025,North,0
TX113729,C77952,M7095,1604.13,Amex,Completed,Mobile,93,2025-05-27,East,0
TX110975,C52247,M9355,1386.12,Visa,Failed,ATM,68,2025-03-29 01:56:30,East,0
TX103283,C68008,M8900,1132.26,Discover,Reversed,ATM,41,06-Mar-2025,South,0
TX113728,C86619,M1715,1950.87,Visa,Reversed,Desktop,43,12-02-2025,West,1
TX104503,C80539,M8167,53.45,MasterCard,Completed,Desktop,97,01-10-2026,East,0
TX104555,C74799,M8311,1781.24,Visa,Reversed,ATM,27,2026-01-23 07:37:51,East,0
TX108084,C38864,M7495,1628.2,Discover,Pending,POS,115,28/04/2025,West,0
TX103447,C92727,M2821,1041.13,MasterCard,Completed,POS,32,24-Sep-2025,North,0
TX114410,C22217,M2063,286.27,MasterCard,Reversed,ATM,2,01-17-2026,North,0
TX111226,C65724,M6072,950.92,MasterCard,Completed,ATM,80,01-Mar-2026,West,1
TX101916,C44600,M3042,1844.6,Discover,Pending,POS,115,2026-03-28, North ,1
TX110505,C62089,M3878,1761.02,Visa,Failed,POS,11,09-04-2025,East,1
TX111336,C40162,M8368,NaN,Discover,Completed,Mobile,89,07-Feb-2025,North,0
TX110111,C91183,M3112,1567.63,MasterCard,Reversed,ATM,38,2025-08-05,East,0
TX106847,C42850,M3093,435.28,MasterCard,Failed,Mobile,3,2025-09-06,East,0
TX101836,C12875,M1857,1475.56,MasterCard,Reversed,ATM,61,01-14-2025,West,0
TX106090,C79163,M9507,1445.01,Amex,Completed,Desktop,54,2026-04-20,North,0
TX105273,C62976,M3962,57.65,Visa,Reversed,ATM,19,2025-01-26,East,0
TX103382,C53719,M8612,668.15,Discover,Pending,Desktop,114,2025-04-01 10:03:45,East,0
TX109349,C64548,M3185,1210.03,MasterCard,Reversed,Mobile,103,02-18-2025,West,0
TX100783,C63271,M6372,1538.68,Amex,Reversed,POS,54,2026-02-08,North,0
TX110809,C71524,M6968,496.13,Visa,Failed,ATM,118,2026-03-27 04:32:12,North,0
TX113434,C45838,M6928,1876.56,MasterCard,Pending,ATM,54,2025-05-05 02:37:15,South,1
TX104123,C52247,M5807,1538.21,Amex,Failed,Mobile,117,2026-04-16 02:05:50,North,0
TX102582,C43289,M3972,1292.58,MasterCard,Reversed,POS,77,12/05/2026,North,0
TX107494,C14373,M3626,1788.83,MasterCard,Completed,Mobile,34,13/03/2026,West,0
TX102019,C48452,M6482,557.97,MasterCard,Failed,ATM,22,20-Sep-2025,East,0
TX111825,C35042,M6447,1184.76,Visa,Completed,POS,14,13/02/2025,East,0
TX108225,C79621,M2381,257.52,Discover,Pending,ATM,67,05/04/2026,East,0
TX104011,C19359,M3116,26.95,Amex,Completed,ATM,41,2025-09-30 20:27:26,East,0
TX109562,C22463,M1920,233.5,Amex,Failed,Desktop,31,2025-02-15,West,0
TX103914,C17685,M1726,563.9,MasterCard,Completed,Desktop,58,2025-06-06 07:43:36,North,0
TX114670,C63528,M8682,429.57,Discover,Reversed,Mobile,102,2025-01-29,East,0
TX107238,C41925,M7878,629.63,Discover,Failed,Desktop,2,08-23-2025,South,0
TX104879,C70515,M7256,432.6,MasterCard,Failed,Desktop,105,30/05/2025,East,0
TX102100,C31579,M1436,1661.12,MasterCard,Completed,Desktop,37,2025-02-19,south,0
